CRO_T109133,P24065.2,96.552,29,1,0,1,87,48,76,4.36e-13,62.8,100.00,1,0
CRO_T109133,P09447.1,96.552,29,1,0,1,87,48,76,4.53e-13,62.8,100.00,1,0
CRO_T109133,Q0G9J3.1,96.552,29,1,0,1,87,48,76,4.53e-13,62.8,96.55,1,0
CRO_T109133,A1EA34.1,96.552,29,1,0,1,87,48,76,4.53e-13,62.8,100.00,1,0
CRO_T109133,B3TN75.1,96.552,29,1,0,1,87,48,76,4.53e-13,62.8,100.00,1,0
CRO_T109133,A8Y9B2.1,96.552,29,1,0,1,87,48,76,4.53e-13,62.8,100.00,1,0
CRO_T109133,Q09MF1.1,96.552,29,1,0,1,87,48,76,4.62e-13,62.8,100.00,1,0
CRO_T109133,A6H5K7.1,96.552,29,1,0,1,87,48,76,4.62e-13,62.8,96.55,1,0
CRO_T109133,Q85AI7.1,96.552,29,1,0,1,87,48,76,4.90e-13,62.8,96.55,1,0
CRO_T109133,A6MME8.1,96.552,29,1,0,1,87,48,76,4.90e-13,62.8,96.55,1,0
CRO_T109133,P06412.1,96.552,29,1,0,1,87,48,76,5.40e-13,62.8,96.55,1,0
CRO_T109133,Q0G9T6.1,96.552,29,1,0,1,87,48,76,5.51e-13,62.8,100.00,1,0
CRO_T109133,A9QC94.1,96.552,29,1,0,1,87,48,76,5.61e-13,62.8,96.55,1,0
CRO_T109133,O03061.1,96.552,29,1,0,1,87,48,76,6.76e-13,62.4,96.55,1,0
CRO_T109133,Q6YXM8.1,93.103,29,2,0,1,87,48,76,8.79e-13,62.0,96.55,1,0
CRO_T109133,Q1ACH5.1,93.103,29,2,0,1,87,48,76,9.70e-13,62.0,96.55,1,0
CRO_T109133,Q32RQ6.1,93.103,29,2,0,1,87,48,76,1.08e-12,62.0,96.55,1,0
CRO_T109133,A2T359.1,93.103,29,2,0,1,87,48,76,1.29e-12,61.6,96.55,1,0
CRO_T109133,Q8WHZ6.1,93.103,29,2,0,1,87,48,76,1.42e-12,61.6,96.55,1,0
CRO_T109133,Q32RU1.1,89.655,29,3,0,1,87,48,76,1.43e-12,61.6,96.55,1,0
CRO_T109133,Q8M9Z0.1,89.655,29,3,0,1,87,48,76,2.95e-12,60.5,96.55,1,0
CRO_T109133,B1VKC1.1,89.655,29,3,0,1,87,48,76,3.07e-12,60.5,96.55,1,0
CRO_T109133,P48103.1,89.655,29,3,0,1,87,48,76,3.10e-12,60.5,96.55,1,0
CRO_T109133,Q5SD29.1,86.207,29,4,0,1,87,48,76,4.19e-12,60.1,96.55,1,0
CRO_T109133,P49471.1,89.655,29,3,0,1,87,48,76,4.90e-12,60.1,100.00,1,0
CRO_T109133,Q9TKW4.1,89.655,29,3,0,1,87,48,76,4.90e-12,60.1,96.55,1,0
CRO_T109133,P37255.1,89.655,29,3,0,1,87,48,76,5.05e-12,60.1,96.55,1,0
CRO_T109133,P56307.1,89.655,29,3,0,1,87,48,76,5.05e-12,60.1,96.55,1,0
CRO_T109133,Q19VC2.2,89.655,29,3,0,1,87,48,76,5.79e-12,59.7,96.55,1,0
CRO_T109133,Q85FJ7.2,86.207,29,4,0,1,87,48,76,5.84e-12,59.7,96.55,1,0
CRO_T109133,A6BM29.1,86.207,29,4,0,1,87,48,76,9.16e-12,59.3,93.10,1,0
CRO_T109133,Q85X12.1,92.857,28,2,0,1,84,48,75,1.02e-11,58.9,96.43,1,0
CRO_T109133,P41624.1,92.857,28,2,0,1,84,48,75,1.03e-11,58.9,96.43,1,0
CRO_T109133,Q9MUV7.1,86.207,29,4,0,1,87,48,76,1.46e-11,58.5,96.55,1,0
CRO_T109133,P51322.1,82.759,29,5,0,1,87,48,76,2.73e-11,57.8,96.55,1,0
CRO_T109133,O19928.1,82.759,29,5,0,1,87,48,76,2.76e-11,57.8,96.55,1,0
CRO_T109133,Q1XDG4.1,82.759,29,5,0,1,87,48,76,2.84e-11,57.8,96.55,1,0
CRO_T109133,P20093.1,82.759,29,5,0,1,87,48,76,3.20e-11,57.8,93.10,1,0
CRO_T109133,B2Y1Y5.1,82.759,29,5,0,1,87,48,76,8.40e-11,56.6,89.66,1,0
CRO_T109133,Q06J24.1,82.143,28,5,0,1,84,48,75,9.00e-11,56.2,96.43,1,0
CRO_T109133,O78511.1,75.862,29,7,0,1,87,48,76,1.23e-10,55.8,96.55,1,0
CRO_T113193,Q8W489.1,85.714,28,4,0,4,87,654,681,1.82e-09,52.8,89.29,1,0
CRO_T135892,Q5JK68.1,96.552,29,1,0,3,89,135,163,1.11e-15,70.5,100.00,3,0
CRO_T135892,P28567.1,96.552,29,1,0,3,89,84,112,1.36e-15,67.0,100.00,3,0
CRO_T135892,Q8W4P1.2,93.103,29,2,0,3,89,135,163,8.13e-15,67.8,100.00,3,0
CRO_T135892,Q9LFT8.1,93.103,29,2,0,3,89,135,163,1.02e-14,67.4,100.00,3,0
CRO_T135892,Q6I5Y0.1,89.655,29,3,0,3,89,135,163,2.03e-14,66.6,100.00,3,0
CRO_T135892,F4ICB6.1,64.286,28,10,0,6,89,227,254,1.57e-08,50.1,82.14,3,0
CRO_T135892,Q871M9.2,62.069,29,11,0,3,89,142,170,6.04e-08,48.5,75.86,3,0
CRO_T135892,Q6ZAG3.2,75.000,28,6,1,9,89,132,159,7.05e-08,48.1,78.57,3,0
CRO_T135892,Q4WTN5.1,67.857,28,9,0,6,89,127,154,1.72e-07,47.0,78.57,3,0
CRO_T135892,F4I114.1,67.857,28,9,0,6,89,259,286,4.30e-07,45.8,75.00,3,0
CRO_T135892,Q4I5U9.2,62.069,29,11,0,3,89,140,168,1.01e-06,45.1,75.86,3,0
CRO_T135892,Q9ZVM9.1,55.172,29,13,0,3,89,213,241,3.77e-06,43.1,75.86,3,0
CRO_T135892,Q96VK3.1,67.857,28,9,0,6,89,127,154,5.92e-06,42.7,71.43,3,0
CRO_T110676,Q8GWA7.1,85.714,28,4,0,2,85,270,297,4.96e-10,54.3,92.86,2,0
CRO_T105507,P43188.1,93.103,29,2,0,3,89,118,146,4.22e-12,59.3,96.55,3,0
CRO_T105507,Q6ZC69.1,93.103,29,2,0,3,89,186,214,1.07e-11,58.9,96.55,3,0
CRO_T105507,Q9FIJ7.1,89.655,29,3,0,3,89,177,205,1.10e-11,58.5,96.55,3,0
CRO_T105507,Q8VYL1.1,68.966,29,9,0,3,89,192,220,4.00e-08,48.9,86.21,3,0
CRO_T105507,Q0J6P7.2,65.517,29,10,0,3,89,202,230,3.62e-07,46.2,82.76,3,0
CRO_T105507,Q15RT7.1,51.724,29,14,0,3,89,112,140,1.35e-06,44.3,86.21,3,0
CRO_T105507,A1JNB1.1,51.724,29,14,0,3,89,112,140,3.96e-06,43.1,86.21,3,0
CRO_T105507,C5BD16.1,48.276,29,15,0,3,89,112,140,4.08e-06,43.1,89.66,3,0
CRO_T105507,Q8RE31.1,55.172,29,13,0,3,89,119,147,6.04e-06,42.7,79.31,3,0
CRO_T105507,O69172.1,51.724,29,14,0,3,89,112,140,6.11e-06,42.7,86.21,3,0
CRO_T105507,A8AJW9.1,48.276,29,15,0,3,89,112,140,6.11e-06,42.7,86.21,3,0
CRO_T105507,Q5NFR4.1,50.000,28,14,0,6,89,113,140,6.44e-06,42.4,78.57,3,0
CRO_T105507,B0TXR2.1,50.000,28,14,0,6,89,113,140,6.66e-06,42.4,78.57,3,0
CRO_T105507,Q0BMG1.1,50.000,28,14,0,6,89,113,140,7.19e-06,42.4,78.57,3,0
CRO_T105507,Q5WLP1.1,58.621,29,12,0,3,89,116,144,7.24e-06,42.4,79.31,3,0
CRO_T105507,A7NBG3.1,50.000,28,14,0,6,89,113,140,7.48e-06,42.4,78.57,3,0
CRO_T105507,A6T5N7.1,48.276,29,15,0,3,89,112,140,9.89e-06,42.0,86.21,3,0
CRO_T105507,B4F1Q2.1,48.276,29,15,0,3,89,112,140,9.99e-06,42.0,86.21,3,0
CRO_T124380,P43254.2,85.185,27,4,0,2,82,572,598,4.27e-10,54.3,92.59,2,0
CRO_T124380,P93471.1,77.778,27,6,0,2,82,569,595,1.75e-08,49.7,85.19,2,0
CRO_T134642,Q9M3K5.1,100.000,28,0,0,2,85,69,96,2.91e-15,67.4,100.00,2,0
CRO_T134642,P12210.1,100.000,28,0,0,2,85,69,96,3.44e-15,67.0,100.00,2,0
CRO_T134642,A0A360.1,100.000,28,0,0,2,85,69,96,4.21e-15,66.6,100.00,2,0
CRO_T134642,Q8S8W2.1,92.857,28,2,0,2,85,69,96,9.05e-15,65.9,100.00,2,0
CRO_T134642,A0ZZ60.1,96.429,28,1,0,2,85,69,96,1.07e-14,65.9,100.00,2,0
CRO_T134642,Q2L926.1,96.429,28,1,0,2,85,69,96,1.22e-14,65.5,100.00,2,0
CRO_T134642,Q49KX3.1,96.429,28,1,0,2,85,69,96,1.69e-14,65.1,100.00,2,0
CRO_T134642,Q68RY2.1,92.857,28,2,0,2,85,69,96,1.73e-14,65.1,100.00,2,0
CRO_T134642,Q0G9T7.1,96.429,28,1,0,2,85,69,96,3.49e-14,64.3,96.43,2,0
CRO_T134642,A6MMN2.1,92.857,28,2,0,2,85,68,95,4.67e-14,64.3,96.43,2,0
CRO_T134642,Q3BAL3.1,92.857,28,2,0,2,85,69,96,6.57e-14,63.9,96.43,2,0
CRO_T134642,P30063.1,96.429,28,1,0,2,85,69,96,1.05e-13,63.2,100.00,2,0
CRO_T134642,Q14FD2.1,89.286,28,3,0,2,85,69,96,1.14e-13,63.2,96.43,2,0
CRO_T134642,Q2MI76.1,89.286,28,3,0,2,85,69,96,2.52e-13,62.4,100.00,2,0
CRO_T134642,Q332V2.1,92.857,28,2,0,2,85,69,96,2.76e-13,62.0,100.00,2,0
CRO_T134642,Q1KXT4.1,92.857,28,2,0,2,85,69,96,2.95e-13,62.0,100.00,2,0
CRO_T134642,Q2PMR0.1,85.714,28,4,0,2,85,69,96,3.11e-13,62.0,96.43,2,0
CRO_T134642,Q27S24.1,89.286,28,3,0,2,85,69,96,3.30e-13,62.0,100.00,2,0
CRO_T134642,Q9BBQ9.1,85.714,28,4,0,2,85,69,96,3.38e-13,61.6,96.43,2,0
CRO_T134642,Q7YJV2.1,92.857,28,2,0,2,85,69,96,4.44e-13,61.6,96.43,2,0
CRO_T134642,Q09MF2.1,92.857,28,2,0,2,85,69,96,5.32e-13,61.2,96.43,2,0
CRO_T134642,Q06GN5.1,92.857,28,2,0,2,85,69,96,5.54e-13,61.2,96.43,2,0
CRO_T134642,Q5QA83.1,85.714,28,4,0,2,85,69,96,5.96e-13,61.2,92.86,2,0
CRO_T134642,Q09FT6.1,96.429,28,1,0,2,85,69,96,7.05e-13,61.2,96.43,2,0
CRO_T134642,Q3V509.1,85.714,28,4,0,2,85,69,96,7.67e-13,60.8,92.86,2,0
